,Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9666,14112,12285306,JE131496,01/29/2021 03:26:00 PM,021XX S CENTRAL PARK AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1014,10,24.0,29,06,1152703.0,1889446.0,2021,02/05/2021 03:47:46 PM,41.852495677,-87.715021416,"(41.852495677, -87.715021416)"
5597,8397,12275259,JE119223,01/18/2021 09:22:00 AM,030XX N CLARK ST,0860,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,False,False,1934,19,44.0,6,06,1170688.0,1920297.0,2021,01/25/2021 03:48:31 PM,41.936778413,-87.648106932,"(41.936778413, -87.648106932)"
28082,40837,12328735,JE181363,03/27/2021 12:37:00 PM,113XX S WALLACE ST,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,False,2233,22,34.0,49,08A,1174333.0,1829738.0,2021,04/03/2021 05:04:00 PM,41.68819522,-87.637406391,"(41.68819522, -87.637406391)"
3156,4761,12266497,JE109289,01/11/2021 01:35:00 AM,008XX W 32ND ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,913,9,11.0,60,04A,1171039.0,1883733.0,2021,01/18/2021 04:01:40 PM,41.836436692,-87.647890335,"(41.836436692, -87.647890335)"
11558,16786,12286502,JE133167,02/05/2021 10:00:00 AM,081XX W HIGGINS RD,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1614,16,41.0,10,06,1121160.0,1937680.0,2021,02/12/2021 03:49:04 PM,41.985421498,-87.829756604,"(41.985421498, -87.829756604)"
24463,35551,12316693,JE170816,03/16/2021 12:00:00 PM,008XX N MICHIGAN AVE,0810,THEFT,OVER $500,SMALL RETAIL STORE,False,False,1833,18,2.0,8,06,1177338.0,1906181.0,2021,03/23/2021 05:03:34 PM,41.897895128,-87.624096605,"(41.897895128, -87.624096605)"
33298,48510,12337649,JE196346,04/11/2021 03:03:00 PM,080XX S COLFAX AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,False,False,422,4,7.0,46,04A,1194907.0,1852278.0,2021,04/18/2021 05:28:06 PM,41.749566316,-87.561347741,"(41.749566316, -87.561347741)"
9459,13837,12285128,JE131455,01/25/2021 01:00:00 PM,035XX S RHODES AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,212,2,4.0,35,11,1180172.0,1881335.0,2021,02/05/2021 03:45:16 PM,41.829651528,-87.614451899,"(41.829651528, -87.614451899)"
12920,18793,12290929,JE138802,02/11/2021 12:46:00 PM,066XX S DR MARTIN LUTHER KING JR DR,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,312,3,20.0,69,04B,1180061.0,1861107.0,2021,02/19/2021 03:45:56 PM,41.774146678,-87.615478975,"(41.774146678, -87.615478975)"
16429,23822,12298685,JE149067,02/22/2021 03:30:00 PM,115XX S AVENUE L,0810,THEFT,OVER $500,RESIDENCE,False,True,433,4,10.0,52,06,1201909.0,1829149.0,2021,03/01/2021 03:46:28 PM,41.685923288000005,-87.53647460799999,"(41.685923288, -87.536474608)"
10411,15144,12283717,JE129751,02/01/2021 09:30:00 PM,053XX W PENSACOLA AVE,0460,BATTERY,SIMPLE,STREET,False,False,1624,16,38.0,15,08B,1139878.0,1928403.0,2021,02/08/2021 03:48:15 PM,41.959641988,-87.761139839,"(41.959641988, -87.761139839)"
12370,17979,12288871,JE136238,02/08/2021 01:00:00 PM,0000X E GRAND AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,True,1834,18,42.0,8,08A,1176796.0,1903917.0,2021,02/15/2021 03:50:56 PM,41.891694878,-87.62615583200001,"(41.891694878, -87.626155832)"
15961,23156,12297580,JE147672,02/21/2021 08:25:00 AM,006XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL / MOTEL,True,False,1832,18,42.0,8,11,1176262.0,1904268.0,2021,02/28/2021 03:48:02 PM,41.8926701,-87.62810635299999,"(41.8926701, -87.628106353)"
2632,3956,12263018,JE105333,01/06/2021 05:00:00 PM,100XX S MICHIGAN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,GAS STATION,True,False,511,5,9.0,49,04A,1178989.0,1838582.0,2021,01/16/2021 03:49:23 PM,41.712359904,-87.62009309,"(41.712359904, -87.62009309)"
9102,13345,12280686,JE125997,01/28/2021 06:40:00 PM,089XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,633,6,8.0,44,06,1183121.0,1846055.0,2021,02/04/2021 03:52:02 PM,41.732771785,-87.604728989,"(41.732771785, -87.604728989)"
31049,45182,12332833,JE190395,04/05/2021 05:08:00 PM,014XX S KEDVALE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,1011,10,24.0,29,04B,1148953.0,1892704.0,2021,04/12/2021 05:33:53 PM,41.861509305,-87.72870095200001,"(41.861509305, -87.728700952)"
18175,26303,12307255,JE158659,02/01/2021 07:05:00 AM,014XX W 73RD PL,0820,THEFT,$500 AND UNDER,STREET,False,False,734,7,17.0,67,06,1167635.0,1855996.0,2021,03/06/2021 03:48:05 PM,41.76039702,-87.661176696,"(41.76039702, -87.661176696)"
4296,6455,12269420,JE112254,01/14/2021 07:19:00 AM,065XX S GREEN ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,723,7,6.0,68,04A,1171761.0,1861508.0,2021,02/17/2021 03:47:50 PM,41.775433156,-87.645893343,"(41.775433156, -87.645893343)"
9924,14478,12282050,JE127663,01/30/2021 09:00:00 AM,058XX S FAIRFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,824,8,16.0,63,14,1159038.0,1865894.0,2021,02/06/2021 03:52:06 PM,41.787738578,-87.692414776,"(41.787738578, -87.692414776)"
32756,47732,12341154,JE199922,04/10/2021 07:25:00 PM,015XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1822,18,27.0,8,06,1170999.0,1910282.0,2021,04/25/2021 04:50:17 PM,41.909289945,-87.64725845299999,"(41.909289945, -87.647258453)"
25753,37414,12319899,JE174680,03/20/2021 07:49:00 PM,025XX S ARCHER AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,CTA STATION,False,False,913,9,11.0,60,04A,1171170.0,1887518.0,2021,03/27/2021 04:58:28 PM,41.846820192,-87.647298713,"(41.846820192, -87.647298713)"
16808,24366,12299623,JE150164,02/23/2021 04:00:00 PM,030XX E 80TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,422,4,7.0,46,14,1198031.0,1852513.0,2021,03/02/2021 03:50:05 PM,41.750133687,-87.549892536,"(41.750133687, -87.549892536)"
11831,17206,12287148,JE133981,02/06/2021 07:34:00 AM,057XX W IRVING PARK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1633,16,38.0,15,14,1137515.0,1926018.0,2021,02/13/2021 03:48:24 PM,41.953140288,-87.76988506299999,"(41.953140288, -87.769885063)"
2322,3487,12261840,JE103889,01/05/2021 11:52:00 AM,016XX S KARLOV AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1012,10,24.0,29,14,1149321.0,1891529.0,2021,01/16/2021 03:49:23 PM,41.858277842,-87.727380521,"(41.858277842, -87.727380521)"
20070,29072,12306624,JE158567,03/04/2021 12:40:00 AM,026XX W 64TH ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,825,8,17.0,66,04B,1159675.0,1862085.0,2021,03/11/2021 03:47:23 PM,41.777273097,-87.690183606,"(41.777273097, -87.690183606)"
27829,40468,12326130,JE180825,03/26/2021 10:12:00 PM,038XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,False,False,915,9,3.0,34,14,1174922.0,1879310.0,2021,04/02/2021 05:04:22 PM,41.824213693,-87.633774411,"(41.824213693, -87.633774411)"
26451,38431,12320771,JE175783,03/22/2021 12:30:00 AM,023XX W LOGAN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,ATHLETIC CLUB,False,False,1432,14,32.0,22,14,1160418.0,1917765.0,2021,03/29/2021 04:53:03 PM,41.930049492,-87.68592073299999,"(41.930049492, -87.685920733)"
28783,41883,12329337,JE185962,03/29/2021 06:00:00 PM,033XX W 38TH ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,911,9,12.0,58,06,1154659.0,1879203.0,2021,04/05/2021 05:04:35 PM,41.824348761,-87.708115923,"(41.824348761, -87.708115923)"
6830,10153,12275404,JE119564,01/21/2021 09:00:00 PM,072XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,False,False,324,3,7.0,43,08B,1188071.0,1857123.0,2021,01/28/2021 03:49:05 PM,41.763027016,-87.586243072,"(41.763027016, -87.586243072)"
32601,47494,12337009,JE195736,04/09/2021 06:00:00 PM,029XX N SPAULDING AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1412,14,35.0,21,11,1153875.0,1919330.0,2021,04/16/2021 05:26:56 PM,41.934477029,-87.70992286200001,"(41.934477029, -87.709922862)"
16619,24089,12299870,JE150453,02/23/2021 09:39:00 PM,005XX N STATE ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,True,False,1834,18,42.0,8,08B,1176273.0,1903981.0,2021,03/20/2021 04:49:02 PM,41.891882309,-87.628074619,"(41.891882309, -87.628074619)"
30974,45067,12332853,JE190432,04/05/2021 12:00:00 AM,017XX N KEDZIE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1421,14,26.0,23,08A,1154775.0,1911464.0,2021,04/12/2021 05:33:53 PM,41.912874086,-87.706826551,"(41.912874086, -87.706826551)"
24697,35884,12317966,JE172124,03/17/2021 05:00:00 PM,070XX S YALE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,731,7,6.0,69,11,1175843.0,1858266.0,2021,03/24/2021 05:06:10 PM,41.766446231,-87.631026315,"(41.766446231, -87.631026315)"
9077,13315,12282826,JE128258,01/28/2021 01:00:00 PM,025XX N SAWYER AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1413,14,35.0,22,06,1154045.0,1916720.0,2021,02/04/2021 03:52:02 PM,41.92731159,-87.709367913,"(41.92731159, -87.709367913)"
12780,18593,12290733,JE138516,02/09/2021 02:30:00 PM,085XX S SANGAMON ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,613,6,21.0,71,04B,1171471.0,1848207.0,2021,02/19/2021 03:45:56 PM,41.738939872,-87.64734525600001,"(41.738939872, -87.647345256)"
1511,2237,12265499,JE108202,01/09/2021 06:04:00 PM,010XX W 77TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,612,6,17.0,71,08B,1170556.0,1853756.0,2021,01/16/2021 03:52:53 PM,41.75418704,-87.65053631,"(41.75418704, -87.65053631)"
12105,17582,12287997,JE135181,02/07/2021 02:36:00 PM,010XX W 64TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,724,7,16.0,68,04A,1170531.0,1862379.0,2021,02/14/2021 03:47:33 PM,41.777850177,-87.65037701700001,"(41.777850177, -87.650377017)"
26975,39197,12323692,JE178381,03/24/2021 12:45:00 PM,087XX S MARQUETTE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,423,4,7.0,46,14,1195769.0,1847648.0,2021,03/31/2021 04:59:47 PM,41.736839959,-87.55834188200001,"(41.736839959, -87.558341882)"
26599,38650,12324869,JE180629,02/17/2021 10:45:00 AM,007XX N MICHIGAN AVE,0810,THEFT,OVER $500,APARTMENT,False,False,1833,18,2.0,8,06,1177292.0,1905664.0,2021,03/30/2021 04:49:43 PM,41.896477499,-87.62428125,"(41.896477499, -87.62428125)"
21609,31370,12310593,JE163298,03/08/2021 10:16:00 PM,001XX S HALSTED ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1232,12,27.0,28,11,1171070.0,1899648.0,2021,04/03/2021 05:00:51 PM,41.880108035,-87.647309981,"(41.880108035, -87.647309981)"
5630,8453,12272843,JE116650,01/18/2021 09:20:00 PM,106XX S TORRENCE AVE,0560,ASSAULT,SIMPLE,CTA BUS,False,False,434,4,10.0,51,08A,1195544.0,1834888.0,2021,01/25/2021 03:48:31 PM,41.701830902,-87.55958634,"(41.701830902, -87.55958634)"
1490,2209,12258714,JE100239,01/01/2021 04:30:00 AM,062XX S WHIPPLE ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,False,823,8,16.0,66,04A,1157124.0,1863026.0,2021,01/16/2021 03:49:23 PM,41.779907312,-87.699510196,"(41.779907312, -87.699510196)"
2941,4437,12266553,JE109354,01/10/2021 08:00:00 PM,065XX S CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,831,8,17.0,66,14,1158836.0,1861209.0,2021,01/17/2021 03:49:56 PM,41.774886404,-87.693283295,"(41.774886404, -87.693283295)"
29105,42353,12332000,JE189386,03/30/2021 09:00:00 PM,043XX S CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,922,9,15.0,58,08B,1158424.0,1875703.0,2021,04/06/2021 05:03:58 PM,41.814668314,-87.694398731,"(41.814668314, -87.694398731)"
1538,2271,12269061,JE111566,01/08/2021 09:00:00 AM,014XX N LARAMIE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,2533,25,37.0,25,11,1141442.0,1908985.0,2021,01/16/2021 03:49:23 PM,41.906328239,-87.755870641,"(41.906328239, -87.755870641)"
15235,22125,12298010,JE148127,02/18/2021 06:30:00 PM,010XX W LOYOLA AVE,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),False,False,2432,24,49.0,1,06,1167976.0,1943890.0,2021,02/25/2021 03:51:59 PM,42.001577409,-87.657389739,"(42.001577409, -87.657389739)"
2627,3942,12262782,JE102860,01/04/2021 10:59:00 AM,030XX E CHELTENHAM PL,0460,BATTERY,SIMPLE,APARTMENT,False,False,421,4,7.0,43,08B,1197497.0,1853252.0,2021,01/16/2021 03:49:23 PM,41.752174882,-87.55182470700001,"(41.752174882, -87.551824707)"
23519,34178,12315005,JE168572,03/13/2021 05:00:00 PM,023XX S TRUMBULL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1024,10,22.0,30,14,1153734.0,1888279.0,2021,03/20/2021 04:52:03 PM,41.849272857,-87.71126834200001,"(41.849272857, -87.711268342)"
14352,20838,12293568,JE142470,02/15/2021 03:48:00 PM,019XX W BRADLEY PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1922,19,47.0,5,11,1162728.0,1924913.0,2021,02/22/2021 03:49:17 PM,41.949615834,-87.67723103899999,"(41.949615834, -87.677231039)"
2636,3963,12266302,JE109116,01/07/2021 03:00:00 PM,014XX E 66TH PL,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False,321,3,5.0,42,06,1186924.0,1861190.0,2021,01/16/2021 03:49:23 PM,41.774214482,-87.5903182,"(41.774214482, -87.5903182)"
1331,1976,12264559,JE107040,01/08/2021 03:00:00 PM,032XX N BROADWAY,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,True,False,1925,19,44.0,6,08A,1171684.0,1921595.0,2021,01/16/2021 03:49:23 PM,41.940318272,-87.644408194,"(41.940318272, -87.644408194)"
23142,33650,12313443,JE166590,03/12/2021 08:10:00 AM,020XX W CHICAGO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,False,False,1221,12,1.0,24,14,1162692.0,1905336.0,2021,03/19/2021 04:51:13 PM,41.895896023,-87.677913394,"(41.895896023, -87.677913394)"
12109,17589,12288878,JE135523,02/07/2021 10:20:00 PM,030XX E 80TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,422,4,7.0,46,08B,1198012.0,1852512.0,2021,02/14/2021 03:47:33 PM,41.750131417,-87.54996219200001,"(41.750131417, -87.549962192)"
10077,14695,12285316,JE131643,01/30/2021 05:58:00 PM,043XX W GEORGE ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,2523,25,31.0,20,06,,,2021,02/06/2021 03:52:06 PM,,,
20428,29622,12308082,JE160382,03/05/2021 03:00:00 PM,073XX S RIDGELAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,324,3,8.0,43,14,1189151.0,1856483.0,2021,03/12/2021 03:54:10 PM,41.761244993000005,-87.582305221,"(41.761244993, -87.582305221)"
26094,37916,12320067,JE174870,03/21/2021 01:30:00 AM,090XX S THROOP ST,0440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",RESIDENCE,True,False,2222,22,21.0,73,08B,1169244.0,1844903.0,2021,03/28/2021 04:57:44 PM,41.729921646,-87.65559987600001,"(41.729921646, -87.655599876)"
5457,8157,12272821,JE116602,01/18/2021 08:00:00 PM,079XX S EAST END AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,True,414,4,8.0,46,08B,1189026.0,1852775.0,2021,01/25/2021 03:48:31 PM,41.751072904,-87.582881895,"(41.751072904, -87.582881895)"
1368,2030,12264052,JE106453,01/07/2021 10:05:00 PM,0000X W 103RD PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,512,5,34.0,49,08B,1177889.0,1836344.0,2021,01/16/2021 03:49:23 PM,41.706243458,-87.624189089,"(41.706243458, -87.624189089)"
16009,23223,12297929,JE148098,02/21/2021 05:04:00 PM,093XX S DAMEN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2221,22,19.0,72,11,1164544.0,1842779.0,2021,02/28/2021 03:48:02 PM,41.724193319,-87.67287711,"(41.724193319, -87.67287711)"
31893,46409,12334152,JE192128,04/07/2021 09:55:00 AM,011XX S WABASH AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,123,1,4.0,32,08A,1176950.0,1895422.0,2021,04/14/2021 05:57:55 PM,41.868380637,-87.62584744899999,"(41.868380637, -87.625847449)"
4433,6654,12269945,JE112928,01/14/2021 06:13:00 PM,011XX W 79TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,612,6,17.0,71,08B,1169936.0,1852411.0,2021,01/21/2021 03:51:43 PM,41.750509661,-87.65284739200001,"(41.750509661, -87.652847392)"
878,1283,12262841,JE104989,01/06/2021 12:00:00 AM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,111,1,42.0,32,06,1176352.0,1900927.0,2021,01/16/2021 03:49:23 PM,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
27031,39274,12324022,JE178766,03/24/2021 07:10:00 PM,054XX N MONITOR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1622,16,45.0,11,08B,1136208.0,1935706.0,2021,03/31/2021 04:59:47 PM,41.979748546,-87.774457461,"(41.979748546, -87.774457461)"
6015,9004,12273255,JE116996,01/19/2021 11:32:00 AM,053XX W HARRISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1522,15,29.0,25,08B,1140879.0,1896802.0,2021,01/26/2021 03:51:22 PM,41.872906974,-87.758238727,"(41.872906974, -87.758238727)"
23444,34083,12314187,JE167585,03/13/2021 02:00:00 AM,006XX N AUSTIN BLVD,0820,THEFT,$500 AND UNDER,STREET,False,False,1511,15,29.0,25,06,1136264.0,1903532.0,2021,03/20/2021 04:52:03 PM,41.891458597,-87.775022083,"(41.891458597, -87.775022083)"
9804,14308,12287142,JE124444,01/26/2021 01:30:00 AM,054XX N KEDZIE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1712,17,39.0,13,06,1154063.0,1935947.0,2021,02/09/2021 03:44:55 PM,41.980071413000005,-87.708786895,"(41.980071413, -87.708786895)"
31383,45680,12333410,JE191134,04/06/2021 12:00:00 AM,070XX S INDIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,322,3,6.0,69,14,1178808.0,1858484.0,2021,04/13/2021 05:27:07 PM,41.766977498,-87.62015193399999,"(41.766977498, -87.620151934)"
24656,35826,12321285,JE176408,03/12/2021 02:00:00 PM,003XX N LA SALLE DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1831,18,42.0,8,11,1175074.0,1902840.0,2021,03/24/2021 05:02:44 PM,41.888778301,-87.632512191,"(41.888778301, -87.632512191)"
6954,10351,12279803,JE124734,01/15/2021 08:00:00 AM,083XX S YATES BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,423,4,7.0,46,11,1193625.0,1850146.0,2021,01/29/2021 03:44:00 PM,41.743747398,-87.56611508200001,"(41.743747398, -87.566115082)"
6695,9964,12276009,JE119580,01/21/2021 09:20:00 PM,021XX N LATROBE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2515,25,36.0,19,08B,1141041.0,1913636.0,2021,01/28/2021 03:49:05 PM,41.919098498,-87.757228929,"(41.919098498, -87.757228929)"
11224,16315,12286143,JE132643,02/04/2021 05:20:00 PM,042XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,True,1915,19,46.0,3,08A,1168838.0,1928364.0,2021,02/11/2021 03:47:49 PM,41.958954963,-87.654671132,"(41.958954963, -87.654671132)"
31505,45853,12333131,JE190737,04/06/2021 12:03:00 AM,072XX S WESTERN AVE,041A,BATTERY,AGGRAVATED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,832,8,18.0,66,04B,1161631.0,1856518.0,2021,04/13/2021 05:27:07 PM,41.761956093,-87.683167164,"(41.761956093, -87.683167164)"
16271,23599,12298399,JE148666,02/22/2021 07:06:00 AM,051XX W WASHINGTON BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,1533,15,28.0,25,11,1142184.0,1900020.0,2021,03/01/2021 03:46:28 PM,41.881713479,-87.753367558,"(41.881713479, -87.753367558)"
31368,45658,12336158,JE194513,03/24/2021 03:30:00 PM,053XX N BROADWAY,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,False,False,2023,20,48.0,77,06,1167347.0,1935654.0,2021,04/13/2021 05:20:07 PM,41.978991238,-87.65994197200001,"(41.978991238, -87.659941972)"
21351,30984,12309685,JE162284,03/07/2021 10:30:00 PM,064XX S LONG AVE,0560,ASSAULT,SIMPLE,STREET,False,False,813,8,13.0,64,08A,1141513.0,1861441.0,2021,03/14/2021 04:50:05 PM,41.775859296,-87.75678220399999,"(41.775859296, -87.756782204)"
28301,41163,12326444,JE182515,03/28/2021 05:35:00 PM,016XX W SHERWIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2423,24,49.0,1,08B,1164204.0,1948720.0,2021,04/04/2021 05:01:16 PM,42.014911903000005,-87.67112889799999,"(42.014911903, -87.671128898)"
20961,30400,12308953,JE160629,03/06/2021 02:04:00 AM,035XX W MADISON ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1123,11,28.0,27,08B,1152844.0,1899789.0,2021,03/13/2021 03:51:08 PM,41.880875238,-87.714230125,"(41.880875238, -87.714230125)"
14302,20772,12294854,JE144176,02/15/2021 10:00:00 AM,079XX S KINGSTON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,422,4,7.0,46,06,1194563.0,1852907.0,2021,02/22/2021 03:49:17 PM,41.751300804,-87.562587625,"(41.751300804, -87.562587625)"
4491,6738,12270241,JE113434,01/15/2021 11:30:00 AM,075XX S COLES AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,421,4,7.0,43,08B,1195981.0,1855565.0,2021,01/22/2021 03:48:10 PM,41.758559577,-87.557303602,"(41.758559577, -87.557303602)"
21992,31945,12313720,JE167185,01/10/2021 03:00:00 PM,027XX W BERWYN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2011,20,40.0,4,11,1157212.0,1935090.0,2021,03/16/2021 04:50:22 PM,41.977656175,-87.697229439,"(41.977656175, -87.697229439)"
15074,21897,12295577,JE145174,02/18/2021 06:12:00 PM,069XX W BERWYN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1613,16,41.0,10,11,1129144.0,1934714.0,2021,02/25/2021 03:51:59 PM,41.977149932,-87.800459244,"(41.977149932, -87.800459244)"
29156,42415,12327889,JE184177,03/30/2021 12:21:00 PM,052XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,True,2532,25,37.0,25,08B,1141033.0,1907489.0,2021,04/06/2021 05:03:58 PM,41.902230588,-87.75740997,"(41.902230588, -87.75740997)"
4758,7116,12271354,JE114131,01/15/2021 07:00:00 PM,089XX S JEFFERY BLVD,0560,ASSAULT,SIMPLE,STREET,False,False,413,4,8.0,48,08A,1191066.0,1846190.0,2021,01/22/2021 03:48:10 PM,41.732953991,-87.57561891799999,"(41.732953991, -87.575618918)"
28569,41562,12329279,JE185915,03/29/2021 03:00:00 PM,071XX S YATES BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,334,3,7.0,43,06,1193451.0,1857974.0,2021,04/05/2021 05:04:35 PM,41.76523231,-87.566496968,"(41.76523231, -87.566496968)"
12426,18070,12289668,JE137264,02/09/2021 06:15:00 PM,013XX S CLINTON ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,124,1,11.0,28,06,1172924.0,1894302.0,2021,02/16/2021 03:52:33 PM,41.865397377,-87.64066077700001,"(41.865397377, -87.640660777)"
26818,38957,12322109,JE177183,03/23/2021 10:00:00 AM,050XX W 47TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,814,8,22.0,56,14,1143362.0,1872997.0,2021,03/30/2021 04:51:43 PM,41.807536657,-87.74971622700001,"(41.807536657, -87.749716227)"
21174,30719,12311671,JE164607,03/07/2021 03:00:00 PM,052XX N ROCKWELL ST,0820,THEFT,$500 AND UNDER,STREET,False,False,2011,20,40.0,4,06,1158077.0,1934561.0,2021,03/14/2021 04:50:05 PM,41.976186904,-87.694062929,"(41.976186904, -87.694062929)"
9252,13558,12280485,JE125600,01/28/2021 12:00:00 AM,072XX S LOWE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,True,732,7,6.0,68,14,1173400.0,1856820.0,2021,02/04/2021 03:52:02 PM,41.762532622,-87.64002350700001,"(41.762532622, -87.640023507)"
